"Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Coffe Type Name ,Roast Type,Roast Type Name ,Size,Unit Price,Sales,Loyalty Card"
"DFS-49954-707,21-Dec-21,39019-13649-CL,E-D-0.2,5,Giacobo Skingle,gskingle44@clickbank.net,United States,Exc,Excelsa,D,Dark,0.20,$3.65,$18.23,Yes"
"VYP-89830-878,04-Oct-20,12715-05198-QU,A-M-2.5,2,Gerard Pirdy,,United States,Ara,Arabica,M,Medium,2.50,$25.88,$51.75,Yes"
"AMT-40418-362,08-Aug-20,04513-76520-QO,L-D-1,1,Jacinthe Balsillie,jbalsillie46@princeton.edu,United States,Lib,Liberica,D,Dark,1.00,$12.95,$12.95,Yes"
"NFQ-23241-793,11-Oct-20,88446-59251-SQ,A-M-1,3,Quinton Fouracres,,United States,Ara,Arabica,M,Medium,1.00,$11.25,$33.75,Yes"
"JQK-64922-985,10-Nov-21,23779-10274-KN,R-M-2.5,3,Bettina Leffek,bleffek48@ning.com,United States,Rob,Robusta,M,Medium,2.50,$22.89,$68.66,Yes"
"YET-17732-678,20-Jun-21,57235-92842-DK,R-D-0.2,1,Hetti Penson,,United States,Rob,Robusta,D,Dark,0.20,$2.69,$2.69,No"
"NKW-24945-846,04-Oct-21,75977-30364-AY,A-D-2.5,5,Jocko Pray,jpray4a@youtube.com,United States,Ara,Arabica,D,Dark,2.50,$22.89,$114.43,No"
"VKA-82720-513,24-Jun-19,12299-30914-NG,A-M-2.5,6,Grete Holborn,gholborn4b@ow.ly,United States,Ara,Arabica,M,Medium,2.50,$25.88,$155.25,Yes"
"THA-60599-417,26-Oct-19,59971-35626-YJ,A-M-2.5,3,Fielding Keinrat,fkeinrat4c@dailymail.co.uk,United States,Ara,Arabica,M,Medium,2.50,$25.88,$77.63,Yes"
"MEK-39769-035,27-Jun-21,15380-76513-PS,R-D-2.5,3,Paulo Yea,pyea4d@aol.com,Ireland,Rob,Robusta,D,Dark,2.50,$20.59,$61.76,No"
"JAF-18294-750,06-Sep-19,73564-98204-EY,R-D-2.5,6,Say Risborough,,United States,Rob,Robusta,D,Dark,2.50,$20.59,$123.51,Yes"
"TME-59627-221,30-Apr-21,72282-40594-RX,L-L-2.5,6,Alexa Sizey,,United States,Lib,Liberica,L,Light,2.50,$36.46,$218.73,No"
"UDG-65353-824,07-Jan-20,17514-94165-RJ,E-M-0.5,4,Kari Swede,kswede4g@addthis.com,United States,Exc,Excelsa,M,Medium,0.50,$8.25,$33.00,No"
"ENQ-42923-176,11-Jan-21,56248-75861-JX,A-L-0.5,3,Leontine Rubrow,lrubrow4h@microsoft.com,United States,Ara,Arabica,L,Light,0.50,$7.77,$23.31,No"
"CBT-55781-720,15-Nov-21,97855-54761-IS,E-D-0.5,3,Dottie Tift,dtift4i@netvibes.com,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$21.87,Yes"
"NEU-86533-016,03-Jun-19,96544-91644-IT,R-D-0.2,6,Gerardo Schonfeld,gschonfeld4j@oracle.com,United States,Rob,Robusta,D,Dark,0.20,$2.69,$16.11,No"
"BYU-58154-603,17-Dec-20,51971-70393-QM,E-D-0.5,4,Claiborne Feye,cfeye4k@google.co.jp,Ireland,Exc,Excelsa,D,Dark,0.50,$7.29,$29.16,No"
"EHJ-05910-257,07-Feb-21,06812-11924-IK,R-D-1,6,Mina Elstone,,United States,Rob,Robusta,D,Dark,1.00,$8.95,$53.70,Yes"
"EIL-44855-309,15-Mar-21,59741-90220-OW,R-D-0.5,5,Sherman Mewrcik,,United States,Rob,Robusta,D,Dark,0.50,$5.37,$26.85,Yes"
"HCA-87224-420,04-Aug-22,62682-27930-PD,E-M-0.5,5,Tamarah Fero,tfero4n@comsenz.com,United States,Exc,Excelsa,M,Medium,0.50,$8.25,$41.25,Yes"
"ABO-29054-365,19-Jan-19,00256-19905-YG,A-M-0.5,6,Stanislaus Valsler,,Ireland,Ara,Arabica,M,Medium,0.50,$6.75,$40.50,No"
"TKN-58485-031,23-Mar-22,38890-22576-UI,R-D-1,2,Felita Dauney,fdauney4p@sphinn.com,Ireland,Rob,Robusta,D,Dark,1.00,$8.95,$17.90,No"
"RCK-04069-371,07-Oct-21,94573-61802-PH,E-L-2.5,2,Serena Earley,searley4q@youku.com,United Kingdom,Exc,Excelsa,L,Light,2.50,$34.16,$68.31,No"
"IRJ-67095-738,20-Mar-19,86447-02699-UT,E-M-2.5,2,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,United States,Exc,Excelsa,M,Medium,2.50,$31.63,$63.25,Yes"
"VEA-31961-977,15-Dec-21,51432-27169-KN,E-D-0.5,3,Bartholemy Flaherty,bflaherty4s@moonfruit.com,Ireland,Exc,Excelsa,D,Dark,0.50,$7.29,$21.87,No"
"BAF-42286-205,08-Jun-22,43074-00987-PB,R-M-2.5,4,Oran Colbeck,ocolbeck4t@sina.com.cn,United States,Rob,Robusta,M,Medium,2.50,$22.89,$91.54,No"
"WOR-52762-511,14-Dec-19,04739-85772-QT,E-L-2.5,6,Elysee Sketch,,United States,Exc,Excelsa,L,Light,2.50,$34.16,$204.93,Yes"
"ZWK-03995-815,10-Apr-21,28279-78469-YW,E-M-2.5,2,Ethelda Hobbing,ehobbing4v@nsw.gov.au,United States,Exc,Excelsa,M,Medium,2.50,$31.63,$63.25,Yes"
"CKF-43291-846,10-Mar-20,91829-99544-DS,E-L-2.5,1,Odille Thynne,othynne4w@auda.org.au,United States,Exc,Excelsa,L,Light,2.50,$34.16,$34.16,Yes"
"RMW-74160-339,16-Oct-20,38978-59582-JP,R-L-2.5,4,Emlynne Heining,eheining4x@flickr.com,United States,Rob,Robusta,L,Light,2.50,$27.49,$109.94,Yes"
"FMT-94584-786,08-Oct-19,86504-96610-BH,A-L-1,2,Katerina Melloi,kmelloi4y@imdb.com,United States,Ara,Arabica,L,Light,1.00,$12.95,$25.90,No"
"NWT-78222-575,31-Dec-19,75986-98864-EZ,A-D-0.2,1,Tiffany Scardafield,,Ireland,Ara,Arabica,D,Dark,0.20,$2.99,$2.99,No"
"EOI-02511-919,20-Mar-20,66776-88682-RG,E-L-0.2,5,Abrahan Mussen,amussen50@51.la,United States,Exc,Excelsa,L,Light,0.20,$4.46,$22.28,No"
"EOI-02511-919,20-Mar-20,66776-88682-RG,A-D-0.5,5,Abrahan Mussen,amussen50@51.la,United States,Ara,Arabica,D,Dark,0.50,$5.97,$29.85,No"
"UCT-03935-589,29-Mar-21,85851-78384-DM,R-D-0.5,6,Anny Mundford,amundford52@nbcnews.com,United States,Rob,Robusta,D,Dark,0.50,$5.37,$32.22,No"
"SBI-60013-494,12-Nov-21,55232-81621-BX,E-M-0.2,2,Tory Walas,twalas53@google.ca,United States,Exc,Excelsa,M,Medium,0.20,$4.13,$8.25,No"
"QRA-73277-814,20-Jul-21,80310-92912-JA,A-L-0.5,4,Isa Blazewicz,iblazewicz54@thetimes.co.uk,United States,Ara,Arabica,L,Light,0.50,$7.77,$31.08,No"
"EQE-31648-909,18-Jan-19,19821-05175-WZ,E-D-0.5,5,Angie Rizzetti,arizzetti55@naver.com,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$36.45,Yes"
"QOO-24615-950,07-Aug-19,01338-83217-GV,R-M-2.5,3,Mord Meriet,mmeriet56@noaa.gov,United States,Rob,Robusta,M,Medium,2.50,$22.89,$68.66,No"
"WDV-73864-037,13-Mar-22,66044-25298-TA,L-M-0.5,5,Lawrence Pratt,lpratt57@netvibes.com,United States,Lib,Liberica,M,Medium,0.50,$8.73,$43.65,Yes"
"PKR-88575-066,17-May-22,28728-47861-TZ,E-L-0.2,1,Astrix Kitchingham,akitchingham58@com.com,United States,Exc,Excelsa,L,Light,0.20,$4.46,$4.46,Yes"
"BWR-85735-955,14-Dec-19,32638-38620-AX,L-M-1,3,Burnard Bartholin,bbartholin59@xinhuanet.com,United States,Lib,Liberica,M,Medium,1.00,$14.55,$43.65,Yes"
"YFX-64795-136,15-Jan-20,83163-65741-IH,L-M-2.5,1,Madelene Prinn,mprinn5a@usa.gov,United States,Lib,Liberica,M,Medium,2.50,$33.47,$33.47,Yes"
"DDO-71442-967,12-Apr-19,89422-58281-FD,L-D-0.2,5,Alisun Baudino,abaudino5b@netvibes.com,United States,Lib,Liberica,D,Dark,0.20,$3.89,$19.43,Yes"
"ILQ-11027-588,29-Mar-20,76293-30918-DQ,E-D-1,6,Philipa Petrushanko,ppetrushanko5c@blinklist.com,Ireland,Exc,Excelsa,D,Dark,1.00,$12.15,$72.90,Yes"
"KRZ-13868-122,24-Mar-22,86779-84838-EJ,E-L-1,3,Kimberli Mustchin,,United States,Exc,Excelsa,L,Light,1.00,$14.85,$44.55,No"
"VRM-93594-914,21-Jul-21,66806-41795-MX,E-D-0.5,5,Emlynne Laird,elaird5e@bing.com,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$36.45,No"
"HXL-22497-359,06-Aug-19,64875-71224-UI,A-L-1,3,Marlena Howsden,mhowsden5f@infoseek.co.jp,United States,Ara,Arabica,L,Light,1.00,$12.95,$38.85,No"
"NOP-21394-646,23-May-21,16982-35708-BZ,E-L-0.5,6,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,Excelsa,L,Light,0.50,$8.91,$53.46,No"
"NOP-21394-646,23-May-21,16982-35708-BZ,L-D-2.5,2,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,Liberica,D,Dark,2.50,$29.79,$59.57,No"
"NOP-21394-646,23-May-21,16982-35708-BZ,L-D-2.5,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,Liberica,D,Dark,2.50,$29.79,$89.36,No"
"NOP-21394-646,23-May-21,16982-35708-BZ,L-L-0.5,4,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,Liberica,L,Light,0.50,$9.51,$38.04,No"
"NOP-21394-646,23-May-21,16982-35708-BZ,E-M-1,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,Excelsa,M,Medium,1.00,$13.75,$41.25,No"
"FTV-77095-168,08-Apr-21,66708-26678-QK,L-L-0.5,6,Adriana Lazarus,,United States,Lib,Liberica,L,Light,0.50,$9.51,$57.06,No"
"BOR-02906-411,17-Oct-21,08743-09057-OO,L-D-2.5,6,Tallie felip,tfelip5m@typepad.com,United States,Lib,Liberica,D,Dark,2.50,$29.79,$178.71,Yes"
"WMP-68847-770,16-Feb-22,37490-01572-JW,L-L-0.2,1,Vanna Le - Count,vle5n@disqus.com,United States,Lib,Liberica,L,Light,0.20,$4.76,$4.76,No"
"TMO-22785-872,15-Jul-20,01811-60350-CU,E-M-1,6,Sarette Ducarel,,United States,Exc,Excelsa,M,Medium,1.00,$13.75,$82.50,No"
"TJG-73587-353,22-Feb-20,24766-58139-GT,R-D-0.2,3,Kendra Glison,,United States,Rob,Robusta,D,Dark,0.20,$2.69,$8.06,Yes"
"OOU-61343-455,15-Jan-21,90123-70970-NY,A-M-1,2,Nertie Poolman,npoolman5q@howstuffworks.com,United States,Ara,Arabica,M,Medium,1.00,$11.25,$22.50,No"
"RMA-08327-369,11-Jan-21,93809-05424-MG,A-M-0.5,6,Orbadiah Duny,oduny5r@constantcontact.com,United States,Ara,Arabica,M,Medium,0.50,$6.75,$40.50,Yes"
"SFB-97929-779,08-Apr-22,85425-33494-HQ,E-D-0.5,4,Constance Halfhide,chalfhide5s@google.ru,Ireland,Exc,Excelsa,D,Dark,0.50,$7.29,$29.16,Yes"
"AUP-10128-606,01-Oct-20,54387-64897-XC,A-M-0.5,1,Fransisco Malecky,fmalecky5t@list-manage.com,United Kingdom,Ara,Arabica,M,Medium,0.50,$6.75,$6.75,No"
"YTW-40242-005,28-Oct-19,01035-70465-UO,L-D-1,4,Anselma Attwater,aattwater5u@wikia.com,United States,Lib,Liberica,D,Dark,1.00,$12.95,$51.80,Yes"
"PRP-53390-819,28-Mar-21,84260-39432-ML,E-L-0.5,6,Minette Whellans,mwhellans5v@mapquest.com,United States,Exc,Excelsa,L,Light,0.50,$8.91,$53.46,No"
"GSJ-01065-125,31-Mar-20,69779-40609-RS,E-D-0.2,4,Dael Camilletti,dcamilletti5w@businesswire.com,United States,Exc,Excelsa,D,Dark,0.20,$3.65,$14.58,Yes"
"YQU-65147-580,26-Mar-22,80247-70000-HT,R-D-2.5,1,Emiline Galgey,egalgey5x@wufoo.com,United States,Rob,Robusta,D,Dark,2.50,$20.59,$20.59,No"
"QPM-95832-683,06-Nov-19,35058-04550-VC,L-L-1,2,Murdock Hame,mhame5y@newsvine.com,Ireland,Lib,Liberica,L,Light,1.00,$15.85,$31.70,No"
"BNQ-88920-567,30-Dec-19,27226-53717-SY,L-D-0.2,6,Ilka Gurnee,igurnee5z@usnews.com,United States,Lib,Liberica,D,Dark,0.20,$3.89,$23.31,No"
"PUX-47906-110,01-Oct-21,02002-98725-CH,L-M-1,4,Alfy Snowding,asnowding60@comsenz.com,United States,Lib,Liberica,M,Medium,1.00,$14.55,$58.20,Yes"
"COL-72079-610,09-Dec-20,38487-01549-MV,E-L-0.5,4,Godfry Poinsett,gpoinsett61@berkeley.edu,United States,Exc,Excelsa,L,Light,0.50,$8.91,$35.64,No"
"LBC-45686-819,01-May-21,98573-41811-EQ,A-M-1,5,Rem Furman,rfurman62@t.co,Ireland,Ara,Arabica,M,Medium,1.00,$11.25,$56.25,Yes"
"BLQ-03709-265,04-Aug-22,72463-75685-MV,R-L-0.2,3,Charis Crosier,ccrosier63@xrea.com,United States,Rob,Robusta,L,Light,0.20,$3.59,$10.76,No"
"BLQ-03709-265,04-Aug-22,72463-75685-MV,R-M-0.2,5,Charis Crosier,ccrosier63@xrea.com,United States,Rob,Robusta,M,Medium,0.20,$2.99,$14.93,No"
"VFZ-91673-181,13-Nov-21,10225-91535-AI,A-L-1,6,Lenka Rushmer,lrushmer65@europa.eu,United States,Ara,Arabica,L,Light,1.00,$12.95,$77.70,Yes"
"WKD-81956-870,16-Sep-20,48090-06534-HI,L-D-0.5,3,Waneta Edinborough,wedinborough66@github.io,United States,Lib,Liberica,D,Dark,0.50,$7.77,$23.31,No"
"TNI-91067-006,05-Oct-20,80444-58185-FX,E-L-1,4,Bobbe Piggott,,United States,Exc,Excelsa,L,Light,1.00,$14.85,$59.40,Yes"
"IZA-61469-812,06-Jan-20,13561-92774-WP,L-D-2.5,4,Ketty Bromehead,kbromehead68@un.org,United States,Lib,Liberica,D,Dark,2.50,$29.79,$119.14,Yes"
"PSS-22466-862,21-May-21,11550-78378-GE,R-L-0.2,4,Elsbeth Westerman,ewesterman69@si.edu,Ireland,Rob,Robusta,L,Light,0.20,$3.59,$14.34,No"
"REH-56504-397,26-Feb-20,90961-35603-RP,A-M-2.5,5,Anabelle Hutchens,ahutchens6a@amazonaws.com,United States,Ara,Arabica,M,Medium,2.50,$25.88,$129.38,No"
"ALA-62598-016,19-Feb-20,57145-03803-ZL,R-D-0.2,6,Noak Wyvill,nwyvill6b@naver.com,United Kingdom,Rob,Robusta,D,Dark,0.20,$2.69,$16.11,Yes"
"EYE-70374-835,29-Jun-21,89115-11966-VF,R-L-0.2,5,Beltran Mathon,bmathon6c@barnesandnoble.com,United States,Rob,Robusta,L,Light,0.20,$3.59,$17.93,No"
"CCZ-19589-212,27-Mar-21,05754-41702-FG,L-M-0.2,2,Kristos Streight,kstreight6d@about.com,United States,Lib,Liberica,M,Medium,0.20,$4.37,$8.73,No"
"BPT-83989-157,27-Oct-21,84269-49816-ML,A-M-2.5,2,Portie Cutchie,pcutchie6e@globo.com,United States,Ara,Arabica,M,Medium,2.50,$25.88,$51.75,No"
"YFH-87456-208,12-Jun-19,23600-98432-ME,L-M-0.2,2,Sinclare Edsell,,United States,Lib,Liberica,M,Medium,0.20,$4.37,$8.73,Yes"
"JLN-14700-924,28-Jun-20,79058-02767-CP,L-L-0.2,5,Conny Gheraldi,cgheraldi6g@opera.com,United Kingdom,Lib,Liberica,L,Light,0.20,$4.76,$23.78,No"
"JVW-22582-137,23-Mar-21,89208-74646-UK,E-M-0.2,5,Beryle Kenwell,bkenwell6h@over-blog.com,United States,Exc,Excelsa,M,Medium,0.20,$4.13,$20.63,No"
"LAA-41879-001,10-Feb-22,11408-81032-UR,L-L-2.5,1,Tomas Sutty,tsutty6i@google.es,United States,Lib,Liberica,L,Light,2.50,$36.46,$36.46,No"
"BRV-64870-915,16-Apr-19,32070-55528-UG,L-L-2.5,5,Samuele Ales0,,Ireland,Lib,Liberica,L,Light,2.50,$36.46,$182.28,No"
"RGJ-12544-083,12-Feb-20,48873-84433-PN,L-D-2.5,3,Carlie Harce,charce6k@cafepress.com,Ireland,Lib,Liberica,D,Dark,2.50,$29.79,$89.36,No"
"JJX-83339-346,02-Jan-22,32928-18158-OW,R-L-0.2,1,Craggy Bril,,United States,Rob,Robusta,L,Light,0.20,$3.59,$3.59,Yes"
"BIU-21970-705,07-Dec-20,89711-56688-GG,R-M-2.5,2,Friederike Drysdale,fdrysdale6m@symantec.com,United States,Rob,Robusta,M,Medium,2.50,$22.89,$45.77,Yes"
"ELJ-87741-745,20-Feb-20,48389-71976-JB,E-L-1,4,Devon Magowan,dmagowan6n@fc2.com,United States,Exc,Excelsa,L,Light,1.00,$14.85,$59.40,No"
"SGI-48226-857,11-Jun-20,84033-80762-EQ,A-M-2.5,6,Codi Littrell,,United States,Ara,Arabica,M,Medium,2.50,$25.88,$155.25,Yes"
"AHV-66988-037,08-Sep-20,12743-00952-KO,R-M-2.5,2,Christel Speak,,United States,Rob,Robusta,M,Medium,2.50,$22.89,$45.77,No"
"ISK-42066-094,28-Mar-20,41505-42181-EF,E-D-1,3,Sibella Rushbrooke,srushbrooke6q@youku.com,United States,Exc,Excelsa,D,Dark,1.00,$12.15,$36.45,Yes"
"FTC-35822-530,10-Oct-20,14307-87663-KB,E-D-0.5,4,Tammie Drynan,tdrynan6r@deviantart.com,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$29.16,Yes"
"VSS-56247-688,21-May-22,08360-19442-GB,L-M-2.5,4,Effie Yurkov,eyurkov6s@hud.gov,United States,Lib,Liberica,M,Medium,2.50,$33.47,$133.86,No"
"HVW-25584-144,30-Apr-20,93405-51204-UW,L-L-0.2,5,Lexie Mallan,lmallan6t@state.gov,United States,Lib,Liberica,L,Light,0.20,$4.76,$23.78,Yes"
"MUY-15309-209,12-Dec-21,97152-03355-IW,L-D-1,3,Georgena Bentjens,gbentjens6u@netlog.com,United Kingdom,Lib,Liberica,D,Dark,1.00,$12.95,$38.85,No"
"VAJ-44572-469,27-Oct-20,79216-73157-TE,R-L-0.2,6,Delmar Beasant,,Ireland,Rob,Robusta,L,Light,0.20,$3.59,$21.51,Yes"
"YJU-84377-606,07-Jul-20,20259-47723-AC,A-D-1,1,Lyn Entwistle,lentwistle6w@omniture.com,United States,Ara,Arabica,D,Dark,1.00,$9.95,$9.95,Yes"
"VNC-93921-469,31-Jan-20,04666-71569-RI,L-L-1,1,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,Liberica,L,Light,1.00,$15.85,$15.85,Yes"
"OGB-91614-810,18-Feb-20,08909-77713-CG,R-M-0.2,1,Mercedes Acott,macott6y@pagesperso-orange.fr,United States,Rob,Robusta,M,Medium,0.20,$2.99,$2.99,Yes"
"BQI-61647-496,13-Jun-21,84340-73931-VV,E-M-1,5,Connor Heaviside,cheaviside6z@rediff.com,United States,Exc,Excelsa,M,Medium,1.00,$13.75,$68.75,Yes"
"IOM-51636-823,06-Aug-22,04609-95151-XH,A-D-1,3,Devy Bulbrook,,United States,Ara,Arabica,D,Dark,1.00,$9.95,$29.85,No"
"GGD-38107-641,23-Nov-21,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,United States,Lib,Liberica,M,Medium,1.00,$14.55,$58.20,No"
"LTO-95975-728,13-Oct-21,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,United Kingdom,Rob,Robusta,L,Light,0.50,$7.17,$28.68,No"
"IGM-84664-265,31-Aug-21,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,United States,Rob,Robusta,L,Light,0.50,$7.17,$21.51,No"
"SKO-45740-621,16-Jan-20,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,Liberica,M,Medium,0.50,$8.73,$17.46,Yes"
"FOJ-02234-063,25-Apr-22,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,United States,Exc,Excelsa,D,Dark,2.50,$27.95,$27.95,Yes"
"MSJ-11909-468,13-Nov-21,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,United States,Exc,Excelsa,D,Dark,2.50,$27.95,$139.73,No"
"DKB-78053-329,08-Jun-21,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,United Kingdom,Rob,Robusta,M,Medium,0.20,$2.99,$5.97,No"
"DFZ-45083-941,21-Nov-20,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,United States,Rob,Robusta,L,Light,2.50,$27.49,$27.49,Yes"
"OTA-40969-710,14-Mar-19,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,United States,Rob,Robusta,L,Light,1.00,$11.95,$59.75,Yes"
"GRH-45571-667,16-Aug-19,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,United States,Exc,Excelsa,M,Medium,1.00,$13.75,$41.25,No"
"NXV-05302-067,22-Apr-19,25754-33191-ZI,L-M-2.5,4,Mar McIver,,United States,Lib,Liberica,M,Medium,2.50,$33.47,$133.86,No"
"VZH-86274-142,02-May-22,53120-45532-KL,R-L-1,5,Arabella Fransewich,,Ireland,Rob,Robusta,L,Light,1.00,$11.95,$59.75,Yes"
"KIX-93248-135,11-Feb-20,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,United States,Ara,Arabica,D,Dark,0.50,$5.97,$5.97,Yes"
"AXR-10962-010,28-Mar-21,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,United Kingdom,Exc,Excelsa,D,Dark,1.00,$12.15,$24.30,No"
"IHS-71573-008,08-May-21,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,United States,Exc,Excelsa,D,Dark,0.20,$3.65,$21.87,Yes"
"QTR-19001-114,21-Nov-19,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,United States,Ara,Arabica,D,Dark,1.00,$9.95,$19.90,Yes"
"WBK-62297-910,17-May-21,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,United States,Ara,Arabica,D,Dark,0.20,$2.99,$5.97,No"
"OGY-19377-175,09-Jul-19,49084-44492-OJ,E-D-0.5,1,Barney Chisnell,,Ireland,Exc,Excelsa,D,Dark,0.50,$7.29,$7.29,Yes"
"ESR-66651-814,20-May-20,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,United States,Ara,Arabica,D,Dark,0.20,$2.99,$11.94,Yes"
"CPX-46916-770,27-Aug-21,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,Ireland,Rob,Robusta,L,Light,1.00,$11.95,$71.70,Yes"
"MDC-03318-645,30-Apr-22,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,United States,Ara,Arabica,L,Light,0.20,$3.89,$7.77,No"
"SFF-86059-407,03-Jun-20,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,United States,Ara,Arabica,M,Medium,2.50,$25.88,$25.88,No"
"SCL-94540-788,13-Jun-22,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,United States,Exc,Excelsa,L,Light,2.50,$34.16,$204.93,No"
"HVU-21634-076,10-Jun-20,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,Ireland,Rob,Robusta,L,Light,2.50,$27.49,$109.94,Yes"
"XUS-73326-418,18-Dec-20,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,United States,Exc,Excelsa,L,Light,1.00,$14.85,$89.10,No"
"XWD-18933-006,31-Aug-19,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,United States,Ara,Arabica,L,Light,0.20,$3.89,$7.77,Yes"
"HPD-65272-772,25-Feb-19,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,United States,Lib,Liberica,M,Medium,2.50,$33.47,$33.47,Yes"
"JEG-93140-224,07-Feb-21,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,,United States,Exc,Excelsa,M,Medium,0.50,$8.25,$41.25,Yes"
"NNH-62058-950,14-Jan-21,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,United States,Exc,Excelsa,L,Light,1.00,$14.85,$59.40,Yes"
"LTD-71429-845,24-Feb-19,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,United Kingdom,Ara,Arabica,L,Light,0.50,$7.77,$7.77,No"
"MPV-26985-215,23-Jun-19,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,United Kingdom,Rob,Robusta,D,Dark,0.50,$5.37,$5.37,Yes"
"IYO-10245-081,09-May-20,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,,United States,Exc,Excelsa,M,Medium,2.50,$31.63,$94.88,No"
"BYZ-39669-954,18-Jul-20,66408-53777-VE,L-L-2.5,1,Lyndsey Megany,,United States,Lib,Liberica,L,Light,2.50,$36.46,$36.46,No"
"EFB-72860-209,17-Oct-19,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,United States,Ara,Arabica,M,Medium,0.20,$3.38,$13.50,Yes"
"GMM-72397-378,16-May-22,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,United States,Rob,Robusta,L,Light,0.20,$3.59,$14.34,No"
"LYP-52345-883,24-Mar-21,17649-28133-PY,E-M-0.5,1,Mathew Goulter,,Ireland,Exc,Excelsa,M,Medium,0.50,$8.25,$8.25,Yes"
"DFK-35846-692,03-Nov-19,49612-33852-CN,R-D-0.2,5,Marris Grcic,,United States,Rob,Robusta,D,Dark,0.20,$2.69,$13.43,Yes"
"XAH-93337-609,28-Oct-21,66976-43829-YG,A-D-1,5,Domeniga Duke,dduke82@vkontakte.ru,United States,Ara,Arabica,D,Dark,1.00,$9.95,$49.75,No"
"QKA-72582-644,16-Dec-20,64852-04619-XZ,E-M-0.5,2,Violante Skouling,,Ireland,Exc,Excelsa,M,Medium,0.50,$8.25,$16.50,No"
"ZDK-84567-102,29-Nov-21,58690-31815-VY,A-D-0.5,3,Isidore Hussey,ihussey84@mapy.cz,United States,Ara,Arabica,D,Dark,0.50,$5.97,$17.91,No"
"WAV-38301-984,20-Mar-21,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,cpinkerton85@upenn.edu,United States,Ara,Arabica,D,Dark,0.50,$5.97,$29.85,No"
"KZR-33023-209,08-Apr-22,21177-40725-CF,E-L-1,3,Micki Fero,,United States,Exc,Excelsa,L,Light,1.00,$14.85,$44.55,No"
"ULM-49433-003,14-Aug-20,99421-80253-UI,E-M-1,2,Cybill Graddell,,United States,Exc,Excelsa,M,Medium,1.00,$13.75,$27.50,No"
"SIB-83254-136,12-May-19,45315-50206-DK,R-M-0.5,6,Dorian Vizor,dvizor88@furl.net,United States,Rob,Robusta,M,Medium,0.50,$5.97,$35.82,Yes"
